Topic,Count,Name,Representation,Representative_Docs
250,40,250_extremes_pushed_begins_school,"['extremes', 'pushed', 'begins', 'school', 'crackdown', 'seekers', 'barb', 'mexico', 'kursk', 'blame']","['Asylum - seekers pushed to new extremes in Mexico after Trump border crackdown begins', 'Asylum - seekers pushed to new extremes in Mexico after Trump border crackdown begins', 'Asylum - seekers pushed to new extremes in Mexico after Trump border crackdown begins']"
251,40,251_intensify_minsk_suit_outline,"['intensify', 'minsk', 'suit', 'outline', 'moscow', 'budapest', 'move', 'ultimatum', 'hails', 'weapons']","['Russia - Ukraine war : Donald Trump weapons freeze will intensify  terror , Kyiv says , as Moscow hails move', 'Russia - Ukraine war : Donald Trump weapons freeze will intensify  terror , Kyiv says , as Moscow hails move', 'Russia - Ukraine war : Donald Trump weapons freeze will intensify  terror , Kyiv says , as Moscow hails move']"
252,40,252_germany_ramming_munich_deportations,"['germany', 'ramming', 'munich', 'deportations', 'chancellor', 'taliban', 'lied', 'escorts', 'legitimize', 'handouts']","['Afghan Migrant Arrested for Car Ramming Attack in Munich Lied in Order to Enter Germany - American Renaissance', 'Afghan Migrant Arrested for Car Ramming Attack in Munich Lied in Order to Enter Germany - American Renaissance', 'Afghan Migrant Arrested for Car Ramming Attack in Munich Lied in Order to Enter Germany - American Renaissance']"
253,40,253_unconditional_cambodia_thailand_principle,"['unconditional', 'cambodia', 'thailand', 'principle', 'jul', 'necessity', 'unamic', 'untac', 'optional', 'memorial']","['Thailand And Cambodia Agree To  Unconditional Ceasefire  ', 'Thailand and Cambodia agree to an immediate and unconditional ceasefire', 'Thailand and Cambodia agree to an immediate and unconditional ceasefire']"
254,40,254_azerbaijan_caucasus_azerbaijani_az,"['azerbaijan', 'caucasus', 'azerbaijani', 'az', 'photo', 'strategic', 'ilham', 'aliyev', 'mull', 'panorama']","['The Israel - America - Azerbaijan Strategic Alliance', 'The Israel - America - Azerbaijan Strategic Alliance', 'Azerbaijan and Pakistan review strategic partnership relations']"
255,40,255_except_freezes_memo_almost,"['except', 'freezes', 'memo', 'almost', 'arms', 'all', 'egypt', 'informative', 'proud', 'truth']","['US freezes almost all aid except for Israel , Egypt arms : memo', 'US freezes almost all aid except for Israel , Egypt arms : memo', 'US freezes almost all aid except for Israel , Egypt arms : memo']"
256,40,256_combatan_argentinos_argentino_soldado,"['combatan', 'argentinos', 'argentino', 'soldado', 'vilte', 'mat', 'combata', 'emanuel', 'peleaba', 'tres']","['Murió Emanuel Vilte , el soldado argentino que peleaba para Ucrania en la guerra contra Rusia', 'Murió Emanuel Vilte , el soldado argentino que peleaba para Ucrania en la guerra contra Rusia', 'Murió Emanuel Vilte , el soldado argentino que peleaba para Ucrania en la guerra contra Rusia']"
257,40,257_jenin_44_annexation_resumes,"['jenin', '44', 'annexation', 'resumes', 'airstrikes', 'explosions', 'kill', '31', 'presses', 'raid']","['Israel resumes fighting in Gaza with airstrikes that kill at least 44 people', 'Israel resumes fighting in Gaza with airstrikes that kill at least 44 people', 'Israel resumes fighting in Gaza with airstrikes that kill at least 44 people']"
258,40,258_cool_accepts_ignoring_evade,"['cool', 'accepts', 'ignoring', 'evade', 'accelerate', 'ye', '1979', 'obligations', 'exit', 'sinai']","['US says that Israel accepts Gaza ceasefire plan ; Hamas cool to it', 'US says that Israel accepts Gaza ceasefire plan ; Hamas cool to it', 'US says that Israel accepts Gaza ceasefire plan ; Hamas cool to it']"
259,40,259_81_homeland_2nd_deports,"['81', 'homeland', '2nd', 'deports', 'flight', 'taliban', 'nationals', 'men', 'their', 'since']","['Germany deports 81 Afghan nationals to their homeland in 2nd flight since the Taliban return', 'Germany deports 81 Afghan nationals to their homeland in 2nd flight since the Taliban return', 'Germany deports 81 Afghan nationals to their homeland in 2nd flight since the Taliban return']"
260,40,260_decrees_wracked_powers_combat,"['decrees', 'wracked', 'powers', 'combat', 'coca', 'guerrilla', 'observing', 'restore', 'dissidents', 'emergency']","['Colombia president decrees emergency powers to restore order in coca region wracked by rebel combat', 'Colombia president decrees emergency powers to restore order in coca region wracked by rebel combat', 'Colombia president decrees emergency powers to restore order in coca region wracked by rebel combat']"
261,40,261_emerging_geopolitical_ackermann_philipp,"['emerging', 'geopolitical', 'ackermann', 'philipp', 'troika', 'visit', 'jefferie', 'chietigj', 'bajpaee', 'pomp']","['  Will watch Putin visit closely , says German Ambassador to India Philipp Ackermann', '  Will watch Putin visit closely , says German Ambassador to India Philipp Ackermann', '  Will watch Putin visit closely , says German Ambassador to India Philipp Ackermann']"
262,40,262_cambiado_curso_qu_migratoria,"['cambiado', 'curso', 'qu', 'migratoria', '1ra', 'estragos', 'promulgue', 'arquitecto', 'insisten', 'sai']","[' ¿ Qué ha cambiado en la política migratoria de EEUU con Trump y qué sigue en curso ? ', 'Quién es Stephen Miller , el arquitecto de la dura política migratoria de Trump que está causando estragos entre los indocumentados en EE . UU . ', 'Quién es Stephen Miller , el arquitecto de la dura política migratoria de Trump que está causando estragos entre los indocumentados en EE . UU . ']"
263,40,263_solidify_diplomats_cambodian_thai,"['solidify', 'diplomats', 'cambodian', 'thai', 'meet', 'top', 'china', '7news', 'wsvn', 'ceasefire']","['Thai and Cambodian top diplomats meet in China to solidify ceasefire', 'Thai and Cambodian top diplomats meet in China to solidify ceasefire', 'Thai and Cambodian top diplomats meet in China to solidify ceasefire']"
264,40,264_68_1st_voluntary_sent,"['68', '1st', 'voluntary', 'sent', 'flight', 'honduras', 'colombia', 'deportation', 'migrants', 'in']","['68 Migrants Sent To Honduras , Colombia In 1st Voluntary Deportation Flight', '68 Migrants Sent To Honduras , Colombia In 1st Voluntary Deportation Flight', '68 Migrants Sent To Honduras , Colombia In 1st Voluntary Deportation Flight']"
265,40,265_yousafzai_malala_laureate_strain,"['yousafzai', 'malala', 'laureate', 'strain', 'tensions', 'gordon', 'barrier', 'chopra', 'armies', 'arsenals']","['Nobel laureate Malala Yousafzai urges India and Pakistan to cool tensions', 'Nobel laureate Malala Yousafzai urges India and Pakistan to cool tensions', 'Nobel laureate Malala Yousafzai urges India and Pakistan to cool tensions']"
266,40,266_returned_intervention_second_tracked,"['returned', 'intervention', 'second', 'tracked', 'fast', 'france', 'be', 'held', 'rescued', 'migrant']","['Second migrant to be returned to France after Trump urges military intervention', 'Second migrant to be returned to France after Trump urges military intervention', 'Second migrant to be returned to France after Trump urges military intervention']"
267,39,267_qatar_addressing_concerted_empower,"['qatar', 'addressing', 'concerted', 'empower', 'peninsula', 'ambassador', 'actors', 'cooperate', 'racism', 'hatred']","['Qatar , united kingdom agreed to continue to cooperate in addressing challenges of racism , religious hatred and online disinformation', 'Qatar , united kingdom agreed to continue to cooperate in addressing challenges of racism , religious hatred and online disinformation', 'Russia - Qatar talks']"
268,39,268_latin_lines_deportations_machinery,"['latin', 'lines', 'deportations', 'machinery', 'american', 'washroom', 'handcuffs', 'brazilians', 'saw', 'america']","['The US lines up Latin American cooperation for migrant deportations', 'The US lines up Latin American cooperation for migrant deportations', 'The US lines up Latin American cooperation for migrant deportations']"
269,39,269_determined_lasting_explanations_politician,"['determined', 'lasting', 'explanations', 'politician', 'attainable', 'dismiss', 'statements', 'everything', 'achieving', 'dictator']","['Ukraine  determined to end war  with Russia for lasting peace : Zelensky', 'Ukraine  determined to end war  with Russia for lasting peace : Zelensky', 'Ukraine  determined to end war  with Russia for lasting peace : Zelensky']"
270,39,270_sumy_rocket_three_kills,"['sumy', 'rocket', 'three', 'kills', 'russian', 'attack', 'ukraine', 'in', '', '']","['Russian rocket attack kills three in Sumy , Ukraine', 'Russian rocket attack kills three in Sumy , Ukraine', 'Russian rocket attack kills three in Sumy , Ukraine']"
271,39,271_albania_italy_decree_albanian,"['albania', 'italy', 'decree', 'albanian', 'hubs', 'repatriation', 'centres', 'dealt', 'empty', 'italian']","['Italy approves new decree to use Albanian migration centers as  repatriation  hubs', 'Italy approves new decree to use Albanian migration centres as  repatriation  hubs', 'Italy approves new decree to use Albania migration centres as repatriation hubs']"
272,39,272_unrealistic_europe_withdraws_rearm,"['unrealistic', 'europe', 'withdraws', 'rearm', 'pre', 'plate', 'scrambles', '2014', 'greenlights', 'tasked']","['Returning Ukraine to pre - 2014 borders  unrealistic , says U . S . Defense secretary', 'Returning Ukraine to pre - 2014 borders  unrealistic , says U . S . Defense secretary', 'Returning Ukraine to pre - 2014 borders  unrealistic , says U . S . Defense secretary']"
273,39,273_flurry_prompts_restrictions_guard,"['flurry', 'prompts', 'restrictions', 'guard', 'national', 'shooting', 'members', 'emboldens', 'sharpens', 'tests']","['Shooting of National Guard members prompts flurry of US immigration restrictions', 'Shooting of National Guard members prompts flurry of US immigration restrictions', 'Shooting of National Guard members prompts flurry of US immigration restrictions']"
274,39,274_grenzkontrollen_deutschland_spektakel_zwischen,"['grenzkontrollen', 'deutschland', 'spektakel', 'zwischen', 'polen', 'als', 'regierung', 'kritisiert', 'rache', 'alleingang']","['Grenzkontrollen zwischen Deutschland und Polen als „ Spektakel : Experte kritisiert deutsche Regierung', 'Grenzkontrollen zwischen Deutschland und Polen als „ Spektakel : Experte kritisiert deutsche Regierung', 'Grenzkontrollen zwischen Deutschland und Polen als „ Spektakel : Experte kritisiert deutsche Regierung']"
275,39,275_spectrum_mfa_opportunity_option,"['spectrum', 'mfa', 'opportunity', 'option', 'review', 'never', 'drops', 'reinvigorate', 'serious', 'manturov']","['Opportunity to review spectrum of strategic partnership : Russian MFA ahead of Putin India visit', 'Opportunity to review spectrum of strategic partnership : Russian MFA ahead of Putin India visit', 'Opportunity to review spectrum of strategic partnership : Russian MFA ahead of Putin India visit']"
276,39,276_trinidad_tobago_newsday_masiva,"['trinidad', 'tobago', 'newsday', 'masiva', 'sotaharjoituksia', 'saapui', 'provokaationa', 'sotalaiva', 'yhdysvaltain', 'tuomitsi']","['Trinidad y Tobago ordena deportación masiva de 200 migrantes venezolanos', 'Gobierno de Trinidad y Tobago ordena deportación de 200 migrantes venezolanos', 'Trinidad y Tobago ordenó la deportación masiva de al menos 200 migrantes venezolanos']"
277,39,277_seat_biggest_air_hits,"['seat', 'biggest', 'air', 'hits', 'government', 'bomber', 'serving', 'depot', 'attack', 'govt']","['Russia hits seat of Ukraine government in war biggest air attack', 'Russia hits seat of Ukraine government in war biggest air attack', 'Russia hits seat of Ukraine government in war biggest air attack']"
278,39,278_broader_christians_protect_signals,"['broader', 'christians', 'protect', 'signals', 'threat', 'following', 'nigeria', 'efforts', 'military', 'orlando']","['US signals broader efforts to protect Nigeria Christians following Trump military threat', 'US signals broader efforts to protect Nigeria Christians following Trump military threat', 'US signals broader efforts to protect Nigeria Christians following Trump military threat']"
279,39,279_prisonniers_kiev_avancent_pques,"['prisonniers', 'kiev', 'avancent', 'pques', 'arienne', 'vacuation', 'alimenter', 'vendant', 'ordonne', 'massive']","['Guerre en Ukraine\xa0 : attaque russe massive sur Kiev avant un deuxième échange de prisonniers', 'Ukraine : attaque russe sur Kiev et deuxième échange de prisonniers', 'Ukraine : attaque russe sur Kiev et deuxième échange de prisonniers']"
280,38,280_47th_asean_malaysia_milestones,"['47th', 'asean', 'malaysia', 'milestones', 'chair', 'chairmanship', 'leste', 'timor', 'uniquely', 'positioned']","['KUNA : Malaysia to host ASEAN heads of state at 47th summit in Oct . - Politics', 'Malaysia to host 47th ASEAN Summit , Timor - Leste to join as 11th member state', 'Malaysia to host 47th ASEAN Summit , Timor - Leste to join as 11th member state']"
281,38,281_bessent_got_leverage_mineral,"['bessent', 'got', 'leverage', 'mineral', 'handle', 'masterstroke', 'redstate', 'wealth', 'deal', 'scramble']","['Bessent : Trump Got Ukraine Mineral Deal for Russia Leverage', 'Bessent : Trump Got Ukraine Mineral Deal for Russia Leverage', 'Bessent : Trump Got Ukraine Mineral Deal for Russia Leverage']"
282,38,282_re_small_enters_boat,"['re', 'small', 'enters', 'boat', 'man', 'returns', 'removed', 'deported', 'under', 'france']","['Man deported to France under returns deal re - enters united kingdom on small boat', 'Man deported to France under returns deal re - enters united kingdom on small boat', 'Man deported to France under returns deal re - enters united kingdom on small boat']"
283,38,283_events_list_prise_226,"['events', 'list', 'prise', '226', 'revendique', 'day', 'key', '133', 'localits', 'rgions']","['Russia - Ukraine war : List of key events – Dominican Republic Post', 'Russia - Ukraine war : List of key events – Dominican Republic Post', 'Russia - Ukraine war : List of key events – Dominican Republic Post']"
